22/5/2020	$ 8.981,83	$ 197,00	$ 42,44	$ 61,30
21/5/2020	$ 9.467,86	$ 208,95	$ 44,06	$ 64,17
20/5/2020	$ 9.721,05	$ 212,89	$ 45,64	$ 66,22
19/5/2020	$ 9.525,01	$ 211,65	$ 44,31	$ 65,19
18/5/2020	$ 9.859,73	$ 214,48	$ 45,78	$ 67,35
17/5/2020	$ 9.539,70	$ 201,89	$ 43,53	$ 65,19
16/5/2020	$ 9.412,00	$ 198,75	$ 43,36	$ 63,70
15/5/2020	$ 9.482,23	$ 199,47	$ 43,18	$ 64,58
14/5/2020	$ 9.356,65	$ 199,15	$ 43,04	$ 64,70
13/5/2020	$ 8.914,69	$ 190,85	$ 42,42	$ 62,80
12/5/2020	$ 8.718,22	$ 188,62	$ 41,85	$ 60,38
11/5/2020	$ 8.702,76	$ 190,19	$ 41,91	$ 59,20
10/5/2020	$ 8.634,09	$ 186,08	$ 41,89	$ 56,46
9/5/2020	$ 9.867,88	$ 213,91	$ 48,55	$ 64,61
8/5/2020	$ 9.937,74	$ 213,09	$ 47,46	$ 65,03
7/5/2020	$ 9.301,85	$ 206,07	$ 45,93	$ 58,99
6/5/2020	$ 8.983,87	$ 204,65	$ 46,68	$ 59,84
5/5/2020	$ 8.864,34	$ 206,26	$ 46,86	$ 61,29
4/5/2020	$ 8.735,78	$ 203,72	$ 46,64	$ 60,69
3/5/2020	$ 9.143,29	$ 218,21	$ 49,74	$ 64,69
2/5/2020	$ 8.841,41	$ 213,25	$ 47,33	$ 64,04
1/5/2020	$ 8.672,32	$ 208,78	$ 46,83	$ 63,42
30/4/2020	$ 9.287,68	$ 225,75	$ 50,69	$ 67,63
29/4/2020	$ 7.821,01	$ 198,36	$ 45,89	$ 62,44
28/4/2020	$ 7.711,33	$ 194,30	$ 43,96	$ 61,86
27/4/2020	$ 7.739,61	$ 197,25	$ 44,81	$ 62,41
26/4/2020	$ 7.573,69	$ 195,03	$ 44,71	$ 60,89
25/4/2020	$ 7.527,69	$ 188,30	$ 44,77	$ 60,67
24/4/2020	$ 7.530,01	$ 188,42	$ 43,52	$ 60,37
23/4/2020	$ 7.122,92	$ 182,94	$ 41,50	$ 56,97
22/4/2020	$ 6.874,78	$ 171,70	$ 40,69	$ 55,34
21/4/2020	$ 6.868,99	$ 172,06	$ 40,38	$ 54,96
20/4/2020	$ 7.178,36	$ 184,29	$ 42,98	$ 58,10
19/4/2020	$ 7.242,24	$ 187,20	$ 44,05	$ 58,27
18/4/2020	$ 7.102,64	$ 173,25	$ 42,67	$ 57,02
17/4/2020	$ 7.093,34	$ 171,70	$ 42,39	$ 57,11
16/4/2020	$ 6.663,72	$ 153,18	$ 38,99	$ 53,26
15/4/2020	$ 6.914,76	$ 160,08	$ 41,60	$ 54,85
14/4/2020	$ 6.899,38	$ 157,70	$ 41,53	$ 53,46
13/4/2020	$ 6.691,96	$ 152,59	$ 40,06	$ 51,88
12/4/2020	$ 6.825,21	$ 155,98	$ 42,14	$ 53,26
11/4/2020	$ 6.921,77	$ 160,28	$ 42,84	$ 54,46
10/4/2020	$ 7.184,54	$ 163,60	$ 45,40	$ 57,26
9/4/2020	$ 7.294,27	$ 170,42	$ 45,88	$ 57,16
8/4/2020	$ 7.354,88	$ 172,07	$ 46,56	$ 57,69
7/4/2020	$ 7.332,70	$ 171,25	$ 45,70	$ 57,92
6/4/2020	$ 6.853,68	$ 144,26	$ 40,62	$ 54,27
5/4/2020	$ 6.810,28	$ 144,17	$ 40,69	$ 53,86
4/4/2020	$ 6.708,40	$ 140,02	$ 40,25	$ 52,49
3/4/2020	$ 6.789,60	$ 141,77	$ 40,35	$ 51,14
2/4/2020	$ 6.624,64	$ 136,75	$ 39,55	$ 48,22
1/4/2020	$ 6.380,99	$ 132,49	$ 38,87	$ 47,34
31/3/2020	$ 6.448,46	$ 132,26	$ 38,88	$ 46,13
30/3/2020	$ 6.013,73	$ 127,01	$ 37,73	$ 44,22
29/3/2020	$ 6.218,01	$ 130,21	$ 38,60	$ 46,10
28/3/2020	$ 6.181,14	$ 128,20	$ 37,53	$ 45,68
27/3/2020	$ 6.754,91	$ 138,68	$ 40,44	$ 49,72
26/3/2020	$ 6.711,70	$ 137,46	$ 39,66	$ 48,17
25/3/2020	$ 6.633,16	$ 137,44	$ 39,74	$ 46,38
24/3/2020	$ 6.450,93	$ 133,88	$ 38,65	$ 43,87
23/3/2020	$ 5.908,71	$ 124,98	$ 36,63	$ 39,21
22/3/2020	$ 6.307,55	$ 135,04	$ 39,34	$ 42,12
21/3/2020	$ 6.174,38	$ 132,13	$ 38,09	$ 40,14
20/3/2020	$ 6.204,65	$ 136,97	$ 38,99	$ 41,34
19/3/2020	$ 5.315,91	$ 116,54	$ 34,24	$ 36,67
18/3/2020	$ 5.437,13	$ 118,01	$ 34,87	$ 36,76
17/3/2020	$ 5.279,55	$ 116,71	$ 34,68	$ 36,18
16/3/2020	$ 5.230,51	$ 120,71	$ 35,22	$ 36,62
15/3/2020	$ 5.247,31	$ 122,12	$ 34,93	$ 36,40
14/3/2020	$ 5.538,82	$ 132,69	$ 36,84	$ 37,46
13/3/2020	$ 4.845,48	$ 111,08	$ 29,42	$ 32,33
12/3/2020	$ 7.626,74	$ 181,57	$ 45,32	$ 50,87
11/3/2020	$ 7.911,95	$ 200,87	$ 50,21	$ 54,91
10/3/2020	$ 7.939,90	$ 203,42	$ 50,41	$ 55,44
9/3/2020	$ 7.877,65	$ 201,09	$ 50,25	$ 54,39
8/3/2020	$ 8.753,54	$ 231,41	$ 58,95	$ 64,68
7/3/2020	$ 9.097,41	$ 243,90	$ 63,28	$ 68,53
6/3/2020	$ 9.063,50	$ 229,40	$ 61,66	$ 67,95
5/3/2020	$ 8.918,00	$ 227,21	$ 60,91	$ 68,01
4/3/2020	$ 8.833,69	$ 227,74	$ 61,71	$ 67,56
3/3/2020	$ 8.852,19	$ 229,96	$ 60,94	$ 68,48
2/3/2020	$ 8.649,24	$ 221,30	$ 58,28	$ 65,69
1/3/2020	$ 8.583,42	$ 222,60	$ 59,17	$ 67,11
29/2/2020	$ 8.764,03	$ 232,18	$ 60,89	$ 68,72
28/2/2020	$ 8.842,16	$ 229,60	$ 61,94	$ 70,75
27/2/2020	$ 8.715,60	$ 218,27	$ 60,26	$ 69,22
26/2/2020	$ 9.166,95	$ 240,29	$ 68,46	$ 74,06
25/2/2020	$ 9.573,97	$ 261,22	$ 74,16	$ 78,11
24/2/2020	$ 9.769,29	$ 267,98	$ 76,65	$ 83,19
